# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:26+08:00
Warning: Permanently added '100.121.87.73' (ED25519) to the list of known hosts.
printf：用法： printf [-v var] 格式 [参数]
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 292356 675656 1381632    0    0     0     0  788 1238  1  1 98  0  0
 0  0      0 292364 675660 1381628    0    0     0    16  740 1119  0  0 100  0  0
 0  0      0 292364 675660 1381632    0    0     0     0 1085 1672  0  0 99  0  0
 0  0      0 292364 675660 1381632    0    0     0     0  877 1354  1  1 98  0  0
 0  0      0 292364 675660 1381632    0    0     0     0  627  993  0  1 100  0  0
 0  0      0 292364 675660 1381632    0    0     0     0  925 1413  0  0 99  0  0
 0  0      0 292364 675660 1381632    0    0     0     0  843 1331  1  0 98  0  0
 0  0      0 292364 675660 1381632    0    0     0     0  973 1396  0  1 99  0  0
 0  0      0 292112 675660 1381632    0    0     0     0  884 1400  0  0 99  0  0
 0  0      0 292112 675660 1381632    0    0     0     0 1346 2086  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 292112 675660 1381632    0    0     0     0  776 1213  0  1 99  0  0
 0  0      0 292364 675660 1381632    0    0     0    24  969 1474  0  0 100  0  0
 0  0      0 292236 675660 1381632    0    0     0     0 1145 1766  2  0 98  0  0
 0  0      0 282472 675660 1381632    0    0     0     0 1431 1960 18  2 80  0  0
 0  0      0 282472 675660 1381632    0    0     0   192  705 1089  0  1 99  0  0
 0  0      0 282228 675660 1381632    0    0     0     0  948 1504  1  1 98  0  0
 0  0      0 282468 675660 1381632    0    0     0     0  672 1072  0  0 100  0  0
 0  0      0 288584 675660 1381632    0    0     0    60 1061 1563  0  1 99  0  0
 0  0      0 288584 675660 1381632    0    0     0     0 1027 1607  1  1 98  0  0
 0  0      0 288832 675660 1381632    0    0     0     0  689 1107  0  0 100  0  0
 0  0      0 288580 675660 1381632    0    0     0     0  758 1142  0  0 99  0  0
 0  0      0 290096 675660 1381632    0    0     0     0 1021 1638  1  1 98  0  0
 0  0      0 289844 675660 1381632    0    0     0     0  906 1365  0  1 99  0  0
 0  0      0 290096 675664 1381628    0    0     0    20  778 1191  0  0 100  0  0
 0  0      0 290104 675664 1381632    0    0     0     0  959 1511  2  1 98  0  0
 0  0      0 290096 675664 1381632    0    0     0     0  877 1367  0  1 99  0  0
 0  0      0 290096 675664 1381632    0    0     0     0  706 1125  0  0 100  0  0
 0  0      0 290096 675664 1381632    0    0     0     0 1302 2004  2  1 97  0  0
 0  0      0 290348 675664 1381632    0    0     0     0  748 1153  0  0 100  0  0
 0  0      0 290096 675668 1381632    0    0     0    52  831 1280  0  0 99  0  0
 0  0      0 290348 675668 1381632    0    0     0     0 1083 1672  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 290096 675668 1381632    0    0     0     0 1203 1885  1  0 99  0  0
 0  0      0 290096 675668 1381632    0    0     0     0 1193 1816  0  1 99  0  0
 0  0      0 290092 675668 1381632    0    0     0   128 1012 1546  1  1 98  0  0
 0  0      0 290348 675672 1381632    0    0     0    84  801 1239  0  0 99  0  0
 0  0      0 290348 675672 1381632    0    0     0     0  775 1191  0  1 99  0  0
 0  0      0 290348 675672 1381632    0    0     0     0  823 1333  1  1 98  0  0
 0  0      0 290348 675672 1381632    0    0     0     0 1175 1846  0  0 99  0  0
 0  0      0 290348 675672 1381632    0    0     0     0  626  935  0  1 100  0  0
 0  0      0 290348 675672 1381632    0    0     0     0  783 1152  1  0 98  0  0
 0  0      0 290600 675672 1381632    0    0     0     0  753 1187  0  1 99  0  0
 0  0      0 290348 675672 1381632    0    0     0     0  685 1079  0  0 100  0  0
 0  0      0 290600 675676 1381632    0    0     0    20 1162 1737  1  1 98  0  0
 0  0      0 290600 675676 1381632    0    0     0     0 1035 1575  1  0 99  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  693 1092  0  1 100  0  0
 0  0      0 290600 675676 1381632    0    0     0     0  868 1327  1  1 98  0  0
 0  0      0 290600 675676 1381632    0    0     0     0  840 1364  0  1 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     4 1089 1598  1  1 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     0  858 1358  1  1 99  0  0
 0  0      0 290092 675676 1381632    0    0     0     0  832 1251  1  0 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     0  654 1039  0  1 100  0  0
 3  0      0 290348 675676 1381632    0    0     0     0  902 1403  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 290096 675676 1381632    0    0     0   128 1523 2260  0  1 98  0  0
 0  0      0 290348 675676 1381632    0    0     0     0 1145 1754  1  0 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     0  837 1330  2  1 98  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  902 1388  0  1 99  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  712 1090  0  0 99  0  0
 0  0      0 290348 675676 1381632    0    0     0     0 1107 1688  1  1 98  0  0
 0  0      0 290096 675676 1381632    0    0     0    24  869 1388  1  0 99  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  835 1293  0  0 99  0  0
