# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:42+08:00
# started_remote=2026-03-12T15:21:42+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10683908 101508 2719488    0    0     0     0  995 1984  0  0 99  0  0  0
 0  0      0 10683908 101516 2719488    0    0     0   248  433  684  0  0 100  0  0  0
 0  0      0 10683404 101516 2719492    0    0     0     0 1618 2797  0  1 99  0  0  0
 0  0      0 10683404 101516 2719492    0    0     0     0  394  623  0  0 100  0  0  0
 0  0      0 10683404 101516 2719492    0    0     0     0 1549 2498  0  1 99  0  0  0
 0  0      0 10683656 101516 2719488    0    0     0     0  412  632  0  0 100  0  0  0
 0  0      0 10683908 101524 2719492    0    0     0    52 1855 3041  0  1 99  0  0  0
 0  0      0 10682452 101524 2719564    0    0    68     0 1705 2448  1  0 98  1  0  0
 1  0      0 10684620 101524 2719568    0    0     0     0 2308 3697  0  1 99  0  0  0
 0  0      0 10684116 101524 2719572    0    0     0     0 1171 1706  0  0 100  0  0  0
 0  0      0 10684116 101524 2719568    0    0     0     0 2153 3456  1  1 99  0  0  0
 0  0      0 10684116 101532 2719568    0    0     0    92  959 1423  0  0 99  1  0  0
 0  0      0 10683360 101532 2719572    0    0     0   108 2280 3612  0  1 99  0  0  0
 0  0      0 10682856 101532 2719572    0    0    12     0 1373 1932  0  0 99  0  0  0
 0  0      0 10682604 101532 2719584    0    0     0     0 2362 3702  0  1 99  0  0  0
 0  0      0 10682856 101532 2719580    0    0     0     0  890 1358  0  0 100  0  0  0
 0  0      0 10682856 101540 2719580    0    0     0    72 1881 3359  0  1 98  1  0  0
 0  0      0 10683108 101540 2719580    0    0     0    16  921 1411  0  0 100  0  0  0
 0  0      0 10683360 101540 2719596    0    0     0   136 2247 3878  0  1 98  0  0  0
 0  0      0 10683108 101540 2719596    0    0     0     0 1154 1668  0  0 100  0  0  0
 0  0      0 10682856 101540 2719608    0    0    12     0 1871 3466  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10683612 101548 2719604    0    0     0    40  862 1362  0  0 99  1  0  0
 0  0      0 10683360 101548 2719604    0    0     0     0 2000 3391  1  1 99  0  0  0
 0  0      0 10684368 101548 2719604    0    0     0    20 1294 1863  0  0 99  0  0  0
 0  0      0 10684124 101548 2719600    0    0     0     0 2365 3661  0  1 99  0  0  0
 0  0      0 10685376 101548 2719596    0    0    12     0  989 1538  0  0 99  0  0  0
 0  0      0 10684620 101556 2719608    0    0     0    96 2112 3531  0  1 98  1  0  0
 0  0      0 10684872 101556 2719608    0    0     0     0  942 1400  0  0 99  0  0  0
 1  0      0 10685124 101556 2719632    0    0    24    60 2416 3856  1  1 98  0  0  0
 0  0      0 10685376 101556 2719640    0    0     0     0 1191 1797  0  1 99  0  0  0
 0  0      0 10685376 101556 2719640    0    0     0     0  896 1422  0  0 99  0  0  0
 0  0      0 10689624 101564 2719636    0    0     0    36 1707 3424  0  1 98  1  0  0
 0  0      0 10689624 101564 2719636    0    0    12     0  892 1347  0  0 99  0  0  0
 0  0      0 10691156 101564 2719652    0    0     0     0 2111 3979  1  1 99  0  0  0
 0  0      0 10691156 101564 2719648    0    0     0    16 1136 1599  0  0 100  0  0  0
 0  0      0 10689644 101564 2719648    0    0     0     0 1623 3419  0  1 99  0  0  0
 0  0      0 10689196 101572 2719648    0    0     0   180  989 1583  0  0 98  1  0  0
 0  0      0 10689196 101572 2719664    0    0    20     0 2445 3995  1  1 98  0  0  0
 0  0      0 10686636 101572 2719680    0    0     0     0 1590 2489  1  1 99  0  0  0
 0  0      0 10686384 101572 2719680    0    0     0    60 2340 3944  0  1 99  0  0  0
 0  0      0 10686384 101572 2719680    0    0     0     0  916 1429  0  0 100  0  0  0
 0  0      0 10686384 101580 2719680    0    0     0    72 1960 3567  1  1 98  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10666124 102144 2737928    0    0 18676     0 3424 4074  1  2 97  1  0  0
 0  0      0 10665872 102144 2738004    0    0    12     0 2190 3943  1  1 98  0  0  0
 0  0      0 10666124 102144 2738024    0    0    24     0 1185 1661  0  1 99  0  0  0
 0  0      0 10669460 102144 2738028    0    0     0   256 1774 3291  0  1 99  0  0  0
 0  0      0 10669460 102152 2738028    0    0     0   380  908 1376  0  0 99  1  0  0
 0  0      0 10668712 102152 2738028    0    0     0     0 1753 3266  1  1 99  0  0  0
 0  0      0 10668200 102152 2738028    0    0     0     0 1249 1739  1  0 99  0  0  0
 0  0      0 10668200 102152 2738028    0    0     0     0 2110 3617  0  1 99  0  0  0
 0  0      0 10668452 102152 2738056    0    0    20     0 1562 2430  0  0 99  1  0  0
 0  0      0 10667200 102160 2738060    0    0    12    44 2412 3787  0  1 98  1  0  0
 0  0      0 10667444 102160 2738068    0    0     0    72 1124 1537  0  0 99  0  0  0
 1  0      0 10666184 102160 2738072    0    0     0     0 2208 3858  0  1 99  0  0  0
 0  0      0 10665932 102160 2738064    0    0     0     0 1051 1526  0  0 99  0  0  0
 0  0      0 10665976 102160 2738068    0    0     0     0 1874 3343  0  1 99  0  0  0
 0  0      0 10666464 102168 2738052    0    0     0    56  934 1450  0  0 99  1  0  0
 0  0      0 10666212 102168 2738064    0    0    12    44 1976 3479  0  1 99  0  0  0
 0  0      0 10666464 102168 2738064    0    0     0     0 1041 1710  0  0 99  0  0  0
 1  0      0 10666968 102168 2738064    0    0     0     0 2090 3662  0  1 99  0  0  0
 0  0      0 10667248 102168 2738132    0    0    36     0 1656 2325  1  0 99  0  0  0
 1  0      0 10667248 102176 2738136    0    0     0    72 1155 1869  0  0 99  1  0  0
 0  0      0 10666996 102176 2738132    0    0     0   148 1708 2993  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10667248 102176 2738132    0    0     0     0 1211 1733  0  1 99  0  0  0
 0  0      0 10666248 102176 2738128    0    0    12     0 2247 3610  0  1 99  0  0  0
 0  0      0 10666492 102176 2738140    0    0     0    92  921 1338  0  0 99  0  0  0
 0  0      0 10669668 102184 2738140    0    0     0    60 1892 3323  1  1 98  1  0  0
 0  0      0 10670000 102184 2738148    0    0     0     0  923 1401  0  0 99  0  0  0
 0  0      0 10667784 102184 2738168    0    0    24    48 2382 4008  1  1 98  0  0  0
 0  0      0 10667080 102184 2738208    0    0     0     0 1160 1629  0  0 99  0  0  0
 0  0      0 10667332 102184 2738216    0    0    12     0 1997 3461  1  1 99  0  0  0
 0  0      0 10667332 102192 2738216    0    0     0    40  864 1336  0  0 99  1  0  0
 1  0      0 10665456 102192 2738216    0    0    52     0 3032 5325  1  1 98  0  0  0
 0  0      0 10664904 102192 2738328    0    0     0   220 1224 1721  0  1 99  0  0  0
 0  0      0 10665156 102192 2738308    0    0    24     0 2222 3780  1  1 98  0  0  0
 0  0      0 10665156 102192 2738356    0    0     0     0  984 1403  0  0 99  0  0  0
 0  0      0 10668844 102200 2738356    0    0     0    76 1873 3446  0  1 98  1  0  0
 3  0      0 10668384 102200 2738368    0    0    12     0  887 1511  0  0 99  0  0  0
 0  0      0 10668968 102200 2738476    0    0    52     0 3341 5508  1  1 97  0  0  0
 0  0      0 10668968 102200 2738476    0    0     0   236 1174 1554  0  0 99  0  0  0
 0  0      0 10667204 102200 2738476    0    0    24     0 2283 3686  1  1 98  0  0  0
 0  0      0 10667204 102208 2738468    0    0     0    72  914 1338  0  0 99  1  0  0
 3  0      0 10666448 102208 2738512    0    0     0     0 2219 3621  1  1 99  0  0  0
 0  0      0 10665692 102208 2738512    0    0    12     0 1114 1627  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10661268 102208 2738644    0    0    60   104 3485 5386  1  1 98  1  0  0
 0  0      0 10661268 102208 2738644    0    0     0    92 1067 1497  0  0 99  0  0  0
 0  0      0 10670292 102216 2738668    0    0    24    80 2271 3597  1  1 97  1  0  0
 1  0      0 10670292 102216 2738668    0    0     0     0  991 1422  0  0 99  0  0  0
 0  0      0 10670068 102216 2738668    0    0     0     0 2494 3913  1  1 98  0  0  0
 0  0      0 10670068 102216 2738680    0    0    12   248 1107 1563  0  0 99  0  0  0
 0  0      0 10669564 102216 2738680    0    0     0     0 1910 3436  1  1 99  0  0  0
 0  0      0 10669316 102224 2738764    0    0    64    56 2108 3090  0  1 99  1  0  0
 4  0      0 10669316 102224 2738804    0    0     0     0 1025 1566  0  0 99  0  0  0
 0  0      0 10671640 102224 2738824    0    0    24     0 1985 3689  0  1 99  0  0  0
 0  0      0 10671416 102224 2738820    0    0     0   200 1157 1623  1  0 99  0  0  0
 2  0      0 10671416 102224 2738832    0    0    12     0 1677 3406  1  1 99  0  0  0
 1  0      0 10671416 102232 2738832    0    0     0    80  865 1305  0  0 99  1  0  0
 1  0      0 10671416 102232 2738844    0    0     8     0 1989 3775  0  1 98  0  0  0
 0  0      0 10668488 102232 2738880    0    0    36     0 2138 2982  0  1 99  0  0  0
 0  0      0 10668992 102232 2738884    0    0     0     0 2020 3513  1  1 99  0  0  0
 0  0      0 10670052 102232 2738884    0    0    24   128 1022 1503  0  0 99  1  0  0
 0  0      0 10669776 102240 2738940    0    0     0    52 1835 3344  1  1 98  1  0  0
 1  0      0 10669272 102240 2738944    0    0     0     0 1053 1598  1  0 99  0  0  0
 0  0      0 10668264 102240 2738944    0    0    12     0 2218 3766  0  1 98  0  0  0
 0  0      0 10668012 102240 2738948    0    0     0     0 1148 1596  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10667512 102240 2738952    0    0     0   124 2006 3437  0  1 99  0  0  0
 0  0      0 10670284 102248 2738964    0    0    12    72 1224 1933  0  0 98  1  0  0
 1  0      0 10668772 102248 2738964    0    0     0     0 2137 3489  0  1 99  0  0  0
 0  0      0 10668268 102248 2738988    0    0     0     0 1116 1683  0  0 99  0  0  0
 0  0      0 10668016 102248 2738988    0    0     0    92 2333 3692  1  1 98  0  0  0
 0  0      0 10668016 102248 2739000    0    0    12     0  896 1350  0  0 99  0  0  0
 0  0      0 10667512 102256 2738996    0    0     0   188 2046 3323  0  1 98  1  0  0
 1  0      0 10667512 102256 2739000    0    0     0     0  978 1497  1  0 99  0  0  0
 0  0      0 10667276 102256 2739000    0    0     0     0 2344 3739  1  1 99  0  0  0
 0  0      0 10668268 102256 2738996    0    0     0     0 1028 1528  0  0 99  0  0  0
 0  0      0 10669024 102256 2738996    0    0     0     0 2110 3622  0  1 99  0  0  0
 0  0      0 10668268 102264 2739004    0    0    32    76 1484 2293  0  1 98  1  0  0
 1  0      0 10665104 102264 2739036    0    0     0     0 2076 3596  1  1 99  0  0  0
 0  0      0 10665356 102264 2739048    0    0    12     0 1168 1651  0  0 99  1  0  0
 0  0      0 10667152 102272 2739052    0    0    24    48 2092 3832  0  1 98  1  0  0
 0  0      0 10671044 102272 2739076    0    0     0     0  948 1440  0  0 99  0  0  0
 0  0      0 10670124 102272 2739076    0    0     0   120 1555 3341  1  1 98  0  0  0
 1  0      0 10670628 102272 2739076    0    0     0     0 1081 1647  0  0 99  0  0  0
 1  0      0 10669392 102272 2739096    0    0     0     0 1519 2651  0  1 99  0  0  0
 0  1      0 10673192 102280 2739200    0    0    32    64 2362 3764  1  1 97  1  0  0
 0  0      0 10673192 102280 2739232    0    0     0     0  832 1270  0  0 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10672436 102280 2739240    0    0     0     0 1794 3331  0  1 99  0  0  0
 1  0      0 10670196 102280 2739272    0    0    36   136 1775 2576  1  1 97  1  0  0
 0  0      0 10668440 102288 2739280    0    0     0    80 2123 3922  1  1 98  0  0  0
 0  0      0 10669464 102288 2739304    0    0    24    92 1241 1754  0  0 99  0  0  0
 0  0      0 10669700 102288 2739336    0    0    12     0 2151 3762  1  1 98  0  0  0
 0  0      0 10669936 102288 2739332    0    0     0     0  912 1402  1  0 99  0  0  0
 1  0      0 10668172 102288 2739328    0    0     0   136 2218 3699  1  1 99  0  0  0
 0  0      0 10672208 102296 2739336    0    0    48    76 2342 3569  1  1 98  0  0  0
 0  0      0 10672072 102296 2739436    0    0     0     0 2278 3650  0  1 99  0  0  0
 0  0      0 10672072 102296 2739436    0    0     0     0  900 1352  0  0 99  0  0  0
 0  0      0 10671820 102296 2739448    0    0    36     0 2047 3623  1  1 99  0  0  0
 1  0      0 10671820 102296 2739476    0    0     0   228 1156 1742  0  1 99  0  0  0
 0  1      0 10674044 102304 2739468    0    0     0    64 2077 3698  0  1 98  1  0  0
 1  0      0 10673792 102304 2739464    0    0     0     0 1112 1553  0  0 99  0  0  0
 0  0      0 10678184 102304 2739464    0    0    16     0 2563 4464  1  1 98  0  0  0
 0  0      0 10678184 102304 2739464    0    0     0     0  955 1364  1  0 99  0  0  0
 1  0      0 10676620 102304 2739524    0    0    12     0 2128 3784  1  1 98  0  0  0
 0  1      0 10676144 102312 2739524    0    0     0   184 1069 1456  0  0 99  1  0  0
 0  0      0 10679672 102312 2739520    0    0     0     0 2123 3709  1  1 99  0  0  0
 0  0      0 10676424 102312 2739524    0    0    32     0 1795 2700  0  1 98  0  0  0
 0  0      0 10676880 102312 2739540    0    0     0     0 2002 3592  1  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10676880 102312 2739572    0    0     0     0 1140 1916  0  1 99  0  0  0
 0  0      0 10676628 102312 2739592    0    0    12    96 2516 3894  1  1 98  1  0  0
 0  0      0 10676628 102320 2739584    0    0     0    72 1148 1599  1  0 99  0  0  0
 0  0      0 10675900 102320 2739584    0    0     0     0 1921 3399  1  1 99  0  0  0
 0  0      0 10675900 102320 2739584    0    0     0     0  813 1376  1  0 99  0  0  0
 0  0      0 10677672 102320 2739628    0    0     0     0 2892 4912  1  1 98  0  0  0
 1  0      0 10677420 102320 2739612    0    0     0   168 1076 1537  0  0 99  0  0  0
 2  0      0 10677168 102328 2739612    0    0    12    76 1707 2737  1  1 97  1  0  0
 0  0      0 10676916 102328 2739612    0    0     0     0 1357 2240  1  0 99  0  0  0
 0  0      0 10676916 102328 2739624    0    0     0     0  957 1417  1  0 99  0  0  0
 0  0      0 10675656 102328 2739616    0    0     0    92 2128 3816  1  1 98  0  0  0
 1  0      0 10675120 102328 2739616    0    0     0     0 1086 1436  1  0 99  0  0  0
 0  0      0 10677888 102336 2739616    0    0     0    96 2160 3648  1  1 98  1  0  0
 0  0      0 10676892 102336 2739628    0    0    12     0  979 1456  0  0 99  0  0  0
 1  0      0 10675380 102336 2739624    0    0     0     0 1873 3433  0  1 99  0  0  0
 0  0      0 10674372 102336 2739628    0    0     0     0 1128 1772  1  0 99  0  0  0
 0  0      0 10677496 102336 2739640    0    0     0     0 2137 3716  1  1 99  0  0  0
 0  0      0 10675360 102344 2739664    0    0     0    84 1600 2325  1  0 98  0  0  0
 0  0      0 10672808 102344 2739660    0    0     0     0 2123 3435  1  1 99  0  0  0
 0  0      0 10674500 102344 2739660    0    0    12     0 1043 1533  0  0 99  0  0  0
 0  0      0 10674936 102344 2739656    0    0     0     0 2331 3828  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 10673928 102344 2739660    0    0     0     0 1123 1574  1  0 99  0  0  0
 0  0      0 10673424 102352 2739664    0    0     0   212 2359 4034  1  1 98  1  0  0
 0  0      0 10673424 102352 2739664    0    0     0     0  953 1462  1  0 99  0  0  0
 0  0      0 10672920 102352 2739700    0    0    12     0 2133 3458  1  1 98  0  0  0
 0  0      0 10672920 102352 2739708    0    0     0     0 1208 1832  1  0 99  0  0  0
 1  0      0 10672668 102352 2739704    0    0     0     0 2457 3833  1  1 98  0  0  0
 0  0      0 10672920 102360 2739704    0    0     0    76 1009 1358  1  0 99  1  0  0
 0  0      0 10676108 102360 2739708    0    0     0   112 2171 3576  1  1 99  0  0  0
 0  0      0 10675696 102360 2739720    0    0     0     0  961 1486  0  0 99  0  0  0
 0  0      0 10674948 102360 2739740    0    0    12     0 2408 3902  1  1 98  0  0  0
 1  0      0 10673944 102360 2739776    0    0     0     0 1209 1754  1  0 99  0  0  0
