"timestamp","mode","session","decision","probe_status","target","stage","base_env","run_tag","run_rc"
"2026-03-01T21:44:43+08:00","local","main","manual_target","skipped_manual_target","snapdragon","prep","/home/tianxing/tvm_metaschedule_execution_project/session_bootstrap/config/rpc_armv8_smoke.env","verify_snapdragon_prep","0"
